一级评论;实际爬取到的二级评论内容;单条评论情绪值;信任度指数1;正向情绪最大绝对值;负向情绪最大绝对值;情绪极性差值;信任度指数2;一级评论账号的粉丝数;信任度指数4;信任度值;归一化信任度值
能不能说说，为啥我支付成功，他不显示会员[苦涩];非常抱歉出现这样的情况！私信里之前已经回复您了，我们会全力尽快解决;-0.9313795023071163
看小说的时候不管她俩怎么虐对于结局来说都是糖点，现实看她俩的时候不管她们怎么甜对于我们来说都是虐点啊[悲伤][悲伤][悲伤]磕她们最上头的就是过程都很甜，结局却未知。她们想给我们的结局就是恋人已满，只能朋友[悲伤][悲伤][悲伤];否则你还让她们怎么说？？这条路本来就难走……不管她们真不真，过不过线，她们嘴里你能听到的，看到的，只有也只能是永不过线……如果你想磕明白，只有两种结果，一种是蔡总结婚，看因朋和袁咏仪谈话就知道，如果蔡总结婚，娇会把握分寸，不会再有暧昧……第二就是官宣以后退圈了。;0.9984264212353009
看小说的时候不管她俩怎么虐对于结局来说都是糖点，现实看她俩的时候不管她们怎么甜对于我们来说都是虐点啊[悲伤][悲伤][悲伤]磕她们最上头的就是过程都很甜，结局却未知。她们想给我们的结局就是恋人已满，只能朋友[悲伤][悲伤][悲伤];回复@陌上夕尘兮:好哭;0.9826036134117262
看小说的时候不管她俩怎么虐对于结局来说都是糖点，现实看她俩的时候不管她们怎么甜对于我们来说都是虐点啊[悲伤][悲伤][悲伤]磕她们最上头的就是过程都很甜，结局却未知。她们想给我们的结局就是恋人已满，只能朋友[悲伤][悲伤][悲伤];😭😭😭😭，全是刀子;-0.04758094775816302
-----;------;------;0.4170714447426045;0.999990004412862;-0.04758094775816302;1.047570952171025;0.4762145239144875;188;1.4895679927968295e-05;0.3573173665988224;0.5955289443313706
干嘛拿着抱枕是腰酸吗[doge];我也想问这个问题;-0.3442122991711365
-----;------;------;0.0;;-0.3442122991711365;0;1.0;2;1.5846468008476909e-07;0.400000031692936;0.6666667194882266
B站就有，我正在重新看[嘻嘻];嗯，b站是分段的。;0.5465055110865906
B站就有，我正在重新看[嘻嘻];回复@scnry:我已经在微博找到了完整版嘻嘻嘻;0.9245082816131385
B站就有，我正在重新看[嘻嘻];回复@沈修瑾sxjjt:[允悲]那个应该是分P了…;0.9826233227092747
B站就有，我正在重新看[嘻嘻];看不了封面显示一个多小时点进去只有几分钟;-0.8795472483770788
-----;------;------;0.7538395163272574;0.9826233227092747;-0.8795472483770788;1.8621705710863534;0.06891471445682329;190;1.5054144608053065e-05;0.32910470314255397;0.5485078385709232
一波三折的综艺居然在迅姐超话里看到，我也是没想到[doge];彩云超话里有完整版啦[doge];0.8370875424488544
-----;------;------;0.0;0.8370875424488544;;0;1.0;443;3.5099926638776355e-05;0.4000070199853278;0.6666783666422129
哇[心]这个是哪里的？浪姐吗？;回复@我变一颗凌檬:[羞嗒嗒];0.6612077245145684
哇[心]这个是哪里的？浪姐吗？;浪姐团综《彩云下的我们》，现在是在云南台播出，后面芒果台也会播[doge];0.3912667401658436
-----;------;------;0.1349704921743624;0.6612077245145684;;0;1.0;59;4.674708062500688e-06;0.4539891318113575;0.7566485530189291
Sa给娇娇拿的腰枕吧？[偷笑];[打call][打call]这个有点甜哦;0.4597220825770243
-----;------;------;0.0;0.4597220825770243;;0;1.0;278;2.2026590531782903e-05;0.4000044053181064;0.6666740088635106
宝贝你可以笑一下吗？我的咖啡忘加糖了@吴谨言;我熄灭月亮，陷入你@吴谨言;0.9982039621650858
-----;------;------;0.0;0.9982039621650858;;0;1.0;73;5.783960823094072e-06;0.40000115679216464;0.6666685946536076
小可爱[心];爱你胜于昨日，略匮明朝@吴谨言;0.9989192315626603
-----;------;------;0.0;0.9989192315626603;;0;1.0;198;1.568800332839214e-05;0.4000031376006657;0.6666718960011094
#吴谨言coach品牌代言人#wjy#吴谨言smart品牌挚友#;月亮不会奔向你，但我会，不远万里的那种@吴谨言;0.9994081784317757
-----;------;------;0.0;0.9994081784317757;;0;1.0;239;1.8936529270129906e-05;0.40000378730585406;0.66667297884309
[心][心][心];今天星光太美了，我差点就说想你了@吴谨言;0.9970005036925096
-----;------;------;0.0;0.9970005036925096;;0;1.0;171;1.3548730147247757e-05;0.4000027097460295;0.666671182910049
你那么可爱，一定偷了很多人的春天@吴谨言;喜欢你，不是一点点的喜欢，是想和你共度余生的喜欢@吴谨言;0.994201792994307
-----;------;------;0.0;0.994201792994307;;0;1.0;25;1.9808085010596137e-06;0.40000039616170024;0.6666673269361669
把夏天的句子写长一点，把你的故事写感动一点！@吴谨言;喜欢你，不是一点点的喜欢，是想和你共度余生的喜欢@吴谨言;0.994201792994307
-----;------;------;0.0;0.994201792994307;;0;1.0;673;5.33233648485248e-05;0.40001066467296975;0.6666844411216162
爱予你，温柔予你，未来也予你，与你，今年、明年、年年@吴谨言;喜欢你，不是一点点的喜欢，是想和你共度余生的喜欢@吴谨言;0.994201792994307
-----;------;------;0.0;0.994201792994307;;0;1.0;461;3.652610875953928e-05;0.40000730522175193;0.6666788420362532
自我认知这一块，时远时近[二哈]，开心就好啦[哈哈];哈哈哈这个是;0.7368421052631582
-----;------;------;0.0;0.7368421052631582;;0;1.0;108;8.55709272457753e-06;0.40000171141854496;0.6666695190309082
以前画画还是可以的哦现在是灵魂画手了;回复@怎么起能用呢3333:哈哈哈哈娇仔的画工看心情;0.8831012991088434
以前画画还是可以的哦现在是灵魂画手了;我感觉她发挥不稳定[允悲];0.9830262750282655
-----;------;------;0.04996248795971103;0.9830262750282655;;0;1.0;141;1.1171759945976221e-05;0.41998722953587364;0.6999787158931227
[doge];[鲜花][鲜花];0.5285418673072408
-----;------;------;0.0;0.5285418673072408;;0;1.0;3;2.3769702012715366e-07;0.40000004753940405;0.6666667458990067
靠[舔屏]码@Riiian_n7;码了[色];-0.5763348737958423
-----;------;------;0.0;;-0.5763348737958423;0;1.0;130;1.0300204205509991e-05;0.4000020600408411;0.6666701000680684
@一夜闲灯;谢谢;0.19313304721030078
-----;------;------;0.0;0.19313304721030078;;0;1.0;84;6.655516563560302e-06;0.4000013311033127;0.6666688851721877
世界先爱了我，我不能不爱它——汪曾祺虽然花会零落，但会重开[开学季][开学季][开学季][开学季];善良要有底线，大方要有原则。不分青红皂白，只知道对人好，那会辜负自己的一片好心。;0.999975553803669
-----;------;------;0.0;0.999975553803669;;0;1.0;1702;0.0001348534427521385;0.4000269706885505;0.6667116178142507
在残酷的世界战斗，最让人热血沸腾的，不是克敌制胜，而是在漫长的征途中，寻找到并肩作战的人;"幸福是清风，风起时有人把你的冷暖惦记;幸福是清茶，饥渴时有人把茶杯给你捧起;幸福是铃声，在你想我的时候及时把爱的信息传达到你的手机里！";0.9993450383315596
-----;------;------;0.0;0.9993450383315596;;0;1.0;572;4.532089850424396e-05;0.4000090641797009;0.6666817736328348
时光流逝，我对你的爱与日俱增——《卡萨布兰卡》;当你停止为实现一个目标而努力时，你就真的失败了。可以改变实现目标的方式，因为只要你坚持，你就在不断向成功靠近。;0.9963895803353118
-----;------;------;0.0;0.9963895803353118;;0;1.0;131;1.0379436545552376e-05;0.4000020758873091;0.6666701264788485
是南海观音滴的蜡，为前世今生牵了红绳，是鸡鸣寺的钟声，漫漫呼唤找寻彼此。是一场雨的故事，是我遇见我的故事，是球形人完整的另一半，是在神明面前打赌的天涯浪客。​;"走进戈壁水最宝贵;沉沉夜幕灯火最宝贵;茫茫人海友情最宝贵;幸福生涯安康最宝贵;愿您拥有一切最为宝贵美妙的器械!";0.9999831990188262
-----;------;------;0.0;0.9999831990188262;;0;1.0;12027;0.0009529273536897589;0.400190585470738;0.6669843091178965
非常开心这个春天能遇见你们，是我这一生中最难忘的回忆。;你不能左右天气，但可以改变心情。你不能改变容貌，但可以掌握自己。你不能预见明天，但可以珍惜今天。;0.8828851636574335
-----;------;------;0.0;0.8828851636574335;;0;1.0;2;1.5846468008476909e-07;0.400000031692936;0.6666667194882266
温暖的阳光穿梭于微隙的气息。舒畅，漫长。紫檀的香味，弥漫在春日，把天地间一切空虚盈满，阳光下，是一道纤绝的尘陌，呢喃着天真，充盈着那抹曾经深不可测的孤清而飘逸的影。;善良要有底线，大方要有原则。不分青红皂白，只知道对人好，那会辜负自己的一片好心。;0.999975553803669
-----;------;------;0.0;0.999975553803669;;0;1.0;27;2.1392731811443827e-06;0.40000042785463624;0.6666673797577269
也许他们偶然于茫茫⼈海中相逢，不知彼此的底细，可这不妨碍他们⽣来便是知⼰。;"幸福是清风，风起时有人把你的冷暖惦记;幸福是清茶，饥渴时有人把茶杯给你捧起;幸福是铃声，在你想我的时候及时把爱的信息传达到你的手机里！";0.9993450383315596
-----;------;------;0.0;0.9993450383315596;;0;1.0;135;1.0696365905721914e-05;0.4000021392731812;0.6666702321219685
遇見竟然需要如此用力，穿越錯位的時空，仰望隕落的星辰，你沒留下你的名字，我卻無法忘記你寫在我手心的名字——我愛你。;当你停止为实现一个目标而努力时，你就真的失败了。可以改变实现目标的方式，因为只要你坚持，你就在不断向成功靠近。;0.9963895803353118
-----;------;------;0.0;0.9963895803353118;;0;1.0;77;6.10089018326361e-06;0.4000012201780367;0.6666687002967278
也帮我的互一下[哈哈]。他长的不好笑啊，他长的多帅啊，他好可爱好真诚，让人很想逗逗他。;"走进戈壁水最宝贵;沉沉夜幕灯火最宝贵;茫茫人海友情最宝贵;幸福生涯安康最宝贵;愿您拥有一切最为宝贵美妙的器械!";0.9999831990188262
-----;------;------;0.0;0.9999831990188262;;0;1.0;84;6.655516563560302e-06;0.4000013311033127;0.6666688851721877
成功不属于那些跑得快的人，而是属于那些一直在跑的人，只要认定内心想要的，并持之以恒为之付出，每个人都能成为人生的赢家。;你不能左右天气，但可以改变心情。你不能改变容貌，但可以掌握自己。你不能预见明天，但可以珍惜今天。;0.8828851636574335
-----;------;------;0.0;0.8828851636574335;;0;1.0;72;5.7047284830516875e-06;0.4000011409456966;0.6666685682428276
又见炊烟升起，暮色罩大地，想问阵阵炊烟，你要去哪里，夕阳有诗情，黄昏有画意，诗情画意虽然美丽，我心中只有你。求互[送花花][送花花];善良要有底线，大方要有原则。不分青红皂白，只知道对人好，那会辜负自己的一片好心。;0.999975553803669
-----;------;------;0.0;0.999975553803669;;0;1.0;64;5.070869762712611e-06;0.40000101417395256;0.6666683569565875
[老师好];回复@miraclepill:我还是下头的很[老师好]，没回踩是因为爱过不想自己丢人[老师好]昨晚回踩是我一腔怒气没地儿发，只能狠狠回踩来发泄;-0.9765601288716084
[老师好];哈哈哈哈哈哈不要孩怕俺不是说你！鹿宝还是非常客观的！;0.758011580840245
-----;------;------;0.8672858548559267;0.758011580840245;-0.9765601288716084;1.7345717097118534;0.13271414514407331;998;7.907387536229978e-05;0.4000158147750725;0.6666930246251207
头一次为了首页的感受卑微地把考古记录仅自己可见，现在想真是不值得，我的感受也是感受[怒骂]。马掉了一些主观上对他未来的看法，省得说我咒他，以后准了再放出来当神婆[馋嘴]http://t.cn/A69v70bF;回复@miraclepill:哈哈哈哈哈哈哈没关系都一样！你有什么感受都是很重要的！;0.9476931561243549
头一次为了首页的感受卑微地把考古记录仅自己可见，现在想真是不值得，我的感受也是感受[怒骂]。马掉了一些主观上对他未来的看法，省得说我咒他，以后准了再放出来当神婆[馋嘴]http://t.cn/A69v70bF;回复@miraclepill:视烦恼的尺寸自动伸缩（x）;-0.4370361207020006
头一次为了首页的感受卑微地把考古记录仅自己可见，现在想真是不值得，我的感受也是感受[怒骂]。马掉了一些主观上对他未来的看法，省得说我咒他，以后准了再放出来当神婆[馋嘴]http://t.cn/A69v70bF;回复@DasistCharlot:好大的簸箕！（×）;-0.6435360255217055
头一次为了首页的感受卑微地把考古记录仅自己可见，现在想真是不值得，我的感受也是感受[怒骂]。马掉了一些主观上对他未来的看法，省得说我咒他，以后准了再放出来当神婆[馋嘴]http://t.cn/A69v70bF;回复@Shahryarsnite:哈哈哈哈哈我刚发现酒瓶子写的是“你的感受也是感受”！昨晚看成“你的感受也是我的感受”哈哈哈哈哈哈;0.9921082487550659
头一次为了首页的感受卑微地把考古记录仅自己可见，现在想真是不值得，我的感受也是感受[怒骂]。马掉了一些主观上对他未来的看法，省得说我咒他，以后准了再放出来当神婆[馋嘴]http://t.cn/A69v70bF;不值得不值得[抱抱][抱抱]（拿大簸箕把不值得的人事都扫走敦掉！）;0.9643995886615058
头一次为了首页的感受卑微地把考古记录仅自己可见，现在想真是不值得，我的感受也是感受[怒骂]。马掉了一些主观上对他未来的看法，省得说我咒他，以后准了再放出来当神婆[馋嘴]http://t.cn/A69v70bF;回复@Shahryarsnite:说明真的是很显而易见的一些特质！;0.7561772445709924
头一次为了首页的感受卑微地把考古记录仅自己可见，现在想真是不值得，我的感受也是感受[怒骂]。马掉了一些主观上对他未来的看法，省得说我咒他，以后准了再放出来当神婆[馋嘴]http://t.cn/A69v70bF;你的感受也是感受🫂;0.679207871275471
-----;------;------;0.6473488702980423;0.9921082487550659;-0.6435360255217055;1.6356442742767714;0.1821778628616143;58;4.595475722458303e-06;0.33181161235900714;0.5530193539316784
今天连炫十集我惊叹;昨晚没更新我都差点睡不着[跪了][跪了];-0.9801697025677023
-----;------;------;0.0;;-0.9801697025677023;0;1.0;84;6.655516563560302e-06;0.4000013311033127;0.6666688851721877
这么晚才睡[酷];被你美的睡不着[可怜];-0.20846586806614376
-----;------;------;0.0;;-0.20846586806614376;0;1.0;197;1.5608770988349756e-05;0.40000312175419767;0.6666718695903293
啊啊啊我也在看[泪]连炫8集[打call][赢牛奶]真的好看景美人也美[送花花];太好看了[泪]真的很爱群像剧感觉每个演员都灵气十足就像大理土生土长的人一样！;0.9991044344374802
-----;------;------;0.0;0.9991044344374802;;0;1.0;37;2.9315965815682285e-06;0.40000058631931634;0.6666676438655271
第二张心凌右手带的那个是小吴的[笑而不语];回复@星光遇璐丶:[笑cry][笑cry][笑cry];0.843315223578222
第二张心凌右手带的那个是小吴的[笑而不语];回复@蜗牛在追王心凌:哈哈哈有点困了看错正常[doge];0.9130077546050965
第二张心凌右手带的那个是小吴的[笑而不语];回复@星光遇璐丶:好的好的，我看错位了，哈哈哈[嘻嘻];0.9979922389580071
第二张心凌右手带的那个是小吴的[笑而不语];回复@暗夜玫瑰-kiki许佳琪-:我看错位了吗，哈哈哈我不适合当磕学家，算了看你们发现美好[笑而不语];0.8825424273661282
第二张心凌右手带的那个是小吴的[笑而不语];心凌的指甲油是白色的，小吴的是黑色的。;0.9821936569364027
第二张心凌右手带的那个是小吴的[笑而不语];那个手好像是小吴的[笑cry];0.8246415767614197
第二张心凌右手带的那个是小吴的[笑而不语];emmmm有没有可能重点在眼神;0.3729417381672204
第二张心凌右手带的那个是小吴的[笑而不语];宝，那个手是小吴的吧[doge];0.834466538065259
第二张心凌右手带的那个是小吴的[笑而不语];你在注意看，是錯覺吧因為我第一眼看下去是這樣。;-0.9096284141316844
-----;------;------;0.5739233426118653;0.9979922389580071;-0.9096284141316844;1.9076206530896915;0.046189673455154234;574;4.547936318432873e-05;0.2480543022994447;0.4134238371657411
还有吗[666];这一期之前也发了嘛应该没了吧刚工作结束我需要回顾一下这一期都是啥;0.5238580840993634
-----;------;------;0.0;0.5238580840993634;;0;1.0;1870;0.0001481644758792591;0.4000296328951759;0.6667160548252931
啊补了一张背影;脑补背后抱[色];0.8168801518077973
-----;------;------;0.0;0.8168801518077973;;0;1.0;1863;0.0001476098494989624;0.4000295219698998;0.6667158699498329
